dividend declaration,closing registry,accounting year,dividend
23.08.2024,30.09.2024,2024,0.22
21.03.2024,06.05.2024,2024,0.22
18.08.2023,09.10.2023,2023,0.22
23.03.2023,10.05.2023,2023,0.22
15.07.2022,29.08.2022,2022,0.11
28.04.2022,14.06.2022,2022,0.11
09.04.2021,07.06.2021,2021,0.22
