dividend declaration,closing registry,accounting year,dividend
01.11.2021,16.12.2021,2021,35
05.04.2021,18.05.2021,2021,38
06.10.2020,20.11.2020,2020,30
31.10.2019,16.12.2019,2019,33.37
02.05.2016,01.07.2016,2016,20
30.04.2015,29.06.2015,2015,27
27.10.2014,16.12.2014,2014,25
06.05.2014,04.07.2014,2014,20
16.09.2013,01.11.2013,2013,13.8
19.10.2012,23.10.2012,2012,30
26.04.2012,16.05.2012,2012,5.8
28.04.2011,12.05.2011,2011,3.9
17.05.2010,12.05.2010,2010,2.3
