dividend declaration,closing registry,accounting year,dividend
27.05.2021,16.07.2021,2021,0.0161
10.04.2020,29.05.2020,2020,0.0094943
27.11.2019,13.01.2020,2019,0.0088096
24.05.2019,16.07.2019,2019,0.016
25.05.2018,18.07.2018,2018,0.0148
30.05.2017,19.07.2017,2017,0.0011165
30.05.2017,19.07.2017,2017,0.0143
30.05.2016,11.07.2016,2016,0.0133
29.05.2015,16.07.2015,2015,0.0006648
22.05.2014,16.07.2014,2014,0.0003427
13.05.2011,16.05.2011,2011,0.0020524
