dividend declaration,closing registry,accounting year,dividend
30.08.2022,20.10.2022,2022,1.18
25.08.2017,07.09.2017,2017,1.15
30.09.2016,30.09.2016,2016,1.03
16.10.2015,28.10.2015,2015,1
