dividend declaration,closing registry,accounting year,dividend
22.04.2020,09.07.2020,2020,0.085
19.04.2019,08.07.2019,2019,0.1415
20.04.2018,22.06.2018,2018,0.1449
04.05.2017,28.06.2017,2017,0.0682
23.04.2015,29.06.2015,2015,0.0807
30.04.2014,07.07.2014,2014,0.0559
20.04.2007,13.04.2007,2007,0.0063469
24.08.2006,15.08.2006,2006,0.0103
06.05.2006,06.05.2006,2006,0.0065159
