dividend declaration,closing registry,accounting year,dividend
02.12.2021,17.12.2021,2021,73.65
18.05.2021,28.05.2021,2021,110.49
20.11.2020,18.12.2020,2020,73.64
23.03.2020,29.05.2020,2020,110.47
04.04.2019,24.05.2019,2019,92.06
11.05.2018,25.05.2018,2018,79.5
