dividend declaration,closing registry,accounting year,dividend
09.04.2024,24.05.2024,2024,47.33
15.05.2024,24.05.2024,2024,4.56
15.03.2024,20.04.2024,2024,47.3
19.10.2023,03.12.2023,2023,15.8
06.04.2023,22.05.2023,2023,18.94
15.03.2023,16.04.2023,2023,37.87
30.09.2022,14.11.2022,2022,5.16
05.04.2022,08.05.2022,2022,14.4
