dividend declaration,closing registry,accounting year,dividend
19.11.2024,29.11.2024,2024,20
29.08.2024,09.09.2024,2024,22
10.06.2024,20.06.2024,2024,141
31.10.2022,07.11.2022,2022,8.51
10.09.2021,24.09.2021,2021,18.06
26.04.2021,05.05.2021,2021,19.33
