dividend declaration,closing registry,accounting year,dividend
26.08.2024,11.10.2024,2024,12.5
18.03.2024,13.05.2024,2024,28.12
13.11.2023,27.12.2023,2023,16.88
14.08.2023,29.09.2023,2023,40
13.03.2023,26.04.2023,2023,50
05.12.2022,23.01.2023,2022,9.38
30.08.2022,13.10.2022,2022,18.75
11.04.2022,17.06.2022,2022,5.91
18.08.2021,04.10.2021,2021,9.1
11.03.2021,06.05.2021,2021,11.25
15.09.2020,26.10.2020,2020,1.25
29.04.2020,12.06.2020,2020,4
