dividend declaration,closing registry,accounting year,dividend
03.06.2024,17.07.2024,2024,3.27
26.05.2023,17.07.2023,2023,6.33
17.05.2022,08.07.2022,2022,3.44
25.05.2021,12.07.2021,2021,2.86
28.08.2020,19.10.2020,2020,1.03
17.05.2019,10.07.2019,2019,2.86
14.05.2018,26.06.2018,2018,2.86
18.05.2017,02.07.2017,2017,1.29
09.11.2016,19.11.2016,2016,0.41
24.05.2016,01.08.2016,2016,0.55
23.05.2014,01.07.2014,2014,0.58
24.04.2013,02.05.2013,2013,0.41
