dividend declaration,closing registry,accounting year,dividend
22.05.2024,08.07.2024,2024,240.67
25.05.2023,12.07.2023,2023,391.54
13.05.2021,07.07.2021,2021,1132.93
24.04.2020,09.06.2020,2020,1766.52
16.05.2019,09.07.2019,2019,1490.13
17.05.2018,11.07.2018,2018,1035.34
19.05.2017,13.07.2017,2017,1051.46
13.05.2016,13.07.2016,2016,1734.32
08.05.2015,08.07.2015,2015,1713.22
19.05.2014,08.07.2014,2014,998.77
30.04.2013,07.05.2013,2013,804.96
05.05.2012,05.05.2012,2012,471.64
