dividend declaration,closing registry,accounting year,dividend
05.04.2021,17.05.2021,2021,22.92
05.04.2021,17.05.2021,2021,22.51
28.08.2020,12.10.2020,2020,22.71
16.04.2019,03.06.2019,2019,22.71
20.07.2018,04.09.2018,2018,22.71
15.09.2014,05.11.2014,2014,4.16
