dividend declaration,closing registry,accounting year,dividend
30.04.2020,09.06.2020,2020,0.0012724
28.11.2019,14.01.2020,2019,0.002
08.05.2019,25.06.2019,2019,0.003985
23.05.2017,26.06.2017,2017,0.0011608
05.05.2016,27.06.2016,2016,0.004254
24.04.2014,09.07.2014,2014,0.0008
22.04.2013,14.05.2013,2013,0.0001614
