dividend declaration,closing registry,accounting year,dividend
06.05.2024,05.07.2024,2024,89
03.05.2023,10.07.2023,2023,45.39
07.04.2014,11.06.2014,2014,52.52
11.03.2013,08.04.2013,2013,52.52
17.09.2008,05.09.2008,2008,16
16.04.2008,11.04.2008,2008,29.18
24.04.2007,01.04.2007,2007,19.7
24.04.2006,21.04.2006,2006,14
