dividend declaration,closing registry,accounting year,dividend
28.11.2019,14.01.2020,2019,0.002917
13.05.2019,24.06.2019,2019,0.00102
08.05.2018,19.06.2018,2018,0.0037
26.05.2015,08.07.2015,2015,0.0003
17.05.2013,17.05.2013,2013,0.00305
18.05.2009,14.05.2009,2009,0.001592
