dividend declaration,closing registry,accounting year,dividend
29.05.2024,20.07.2024,2024,11.27
17.11.2023,07.01.2024,2023,6.32
18.04.2023,05.07.2023,2023,4.29
15.04.2021,05.07.2021,2021,6.67
