dividend declaration,closing registry,accounting year,dividend
21.05.2024,04.07.2024,2024,0.0062
13.05.2022,28.06.2022,2022,0.0003231
29.04.2020,09.06.2020,2020,0.0010676
26.11.2019,14.01.2020,2019,0.0053946
29.04.2019,10.06.2019,2019,0.0132
28.04.2018,13.06.2018,2018,0.0148
10.05.2017,26.06.2017,2017,0.007044
05.05.2016,28.06.2016,2016,0.0012743
15.05.2015,29.06.2015,2015,0.0001
21.05.2014,10.07.2014,2014,0.0001
25.04.2013,30.04.2013,2013,0.00163
02.05.2012,03.05.2012,2012,0.00112
