dividend declaration,closing registry,accounting year,dividend
29.07.2022,01.08.2022,2022,1.87
02.11.2020,04.11.2020,2020,2.27
18.09.2019,03.10.2019,2019,3.61
23.01.2018,25.01.2018,2018,6.97
17.01.2017,20.01.2017,2017,5.44
04.07.2016,08.07.2016,2016,5.46
09.09.2015,11.09.2015,2015,6.11
15.10.2014,17.10.2014,2014,3
17.02.2014,18.02.2014,2014,7.98
13.02.2013,15.02.2013,2013,5.69
20.02.2012,23.02.2012,2012,3.05
05.09.2011,12.09.2011,2011,2.93
