dividend declaration,closing registry,accounting year,dividend
22.11.2024,15.01.2025,2024,6.48
26.08.2024,19.10.2024,2024,4.32
27.05.2024,09.07.2024,2024,16.72
27.05.2024,09.07.2024,2024,2.5
24.11.2023,10.12.2023,2023,8.88
