open,close,high,low,value,volume,begin,end
249.0,248.72,251.94,247.3,12859671851.2,51559910.0,2024-11-18,2024-11-18 23:59:59
249.03,240.59,249.83,239.62,18395321114.9,75474680.0,2024-11-19,2024-11-19 23:59:59
241.82,237.05,243.59,234.74,16837071934.3,70349830.0,2024-11-20,2024-11-20 23:59:59
237.15,240.47,240.94,234.0,17757313155.9,75143570.0,2024-11-21,2024-11-21 23:59:59
240.5,236.0,241.0,234.78,10836393146.5,45621420.0,2024-11-22,2024-11-22 23:59:59
236.0,227.81,237.1,227.25,17727272699.1,76469770.0,2024-11-25,2024-11-25 23:59:59
227.8,223.16,231.9,221.2,21854770442.0,96795030.0,2024-11-26,2024-11-26 23:59:59
223.9,226.3,226.47,219.2,25043210046.8,112457620.0,2024-11-27,2024-11-27 23:59:59
227.0,228.56,229.5,222.48,15359712601.0,67840700.0,2024-11-28,2024-11-28 23:59:59
228.48,236.49,236.99,227.55,16387603634.6,70303900.0,2024-11-29,2024-11-29 23:59:59
237.02,235.17,238.7,234.32,10677792835.0,45142250.0,2024-12-02,2024-12-02 23:59:59
235.29,230.8,235.97,230.26,10536715774.0,45322870.0,2024-12-03,2024-12-03 23:59:59
231.0,224.55,233.79,224.3,16617122007.6,72417390.0,2024-12-04,2024-12-04 23:59:59
224.57,233.48,233.75,222.82,19851593351.8,86989140.0,2024-12-05,2024-12-05 23:59:59
233.63,237.84,238.25,231.52,19088098358.7,81096070.0,2024-12-06,2024-12-06 23:59:59
239.29,237.29,240.51,236.75,12526394065.3,52493640.0,2024-12-09,2024-12-09 23:59:59
238.0,230.82,238.01,230.65,13710391986.5,58740230.0,2024-12-10,2024-12-10 23:59:59
230.5,234.19,234.39,229.22,15026987712.0,64914300.0,2024-12-11,2024-12-11 23:59:59
234.0,229.02,235.95,228.52,13748238586.9,59171170.0,2024-12-12,2024-12-12 23:59:59
228.9,228.7,231.33,227.85,10570497704.4,46124660.0,2024-12-13,2024-12-13 23:59:59
228.62,225.53,229.05,224.38,12350005599.1,54593280.0,2024-12-16,2024-12-16 23:59:59
225.6,226.5,227.49,223.72,10353636763.7,45885470.0,2024-12-17,2024-12-17 23:59:59
226.72,230.15,230.8,224.33,13200949659.8,58056480.0,2024-12-18,2024-12-18 23:59:59
230.16,229.0,234.99,227.71,28715332741.6,124061370.0,2024-12-19,2024-12-19 23:59:59
229.1,257.6,258.98,228.03,58117516791.8,235186220.0,2024-12-20,2024-12-20 23:59:59
260.0,264.9,270.0,256.51,43158379935.7,163165650.0,2024-12-23,2024-12-23 23:59:59
264.94,264.34,266.79,261.02,22159031394.9,83808660.0,2024-12-24,2024-12-24 23:59:59
263.62,271.69,273.0,260.31,33690236575.4,125539910.0,2024-12-25,2024-12-25 23:59:59
272.0,269.56,274.25,269.1,20555363427.4,75735270.0,2024-12-26,2024-12-26 23:59:59
269.61,271.2,272.16,268.57,14113195712.4,52144690.0,2024-12-27,2024-12-27 23:59:59
271.35,272.83,273.99,270.4,10781650537.5,39585910.0,2024-12-28,2024-12-28 23:59:59
274.0,279.43,279.49,273.7,14559469001.2,52633750.0,2024-12-30,2024-12-30 23:59:59
280.0,272.25,280.41,271.8,11853565984.9,43086870.0,2025-01-03,2025-01-03 23:59:59
270.88,274.37,274.41,270.07,7737094495.2,28454750.0,2025-01-06,2025-01-06 23:59:59
273.07,277.0,277.87,273.07,7356165148.5,26634660.0,2025-01-08,2025-01-08 23:59:59
276.71,271.8,278.77,270.73,14491325783.8,52952880.0,2025-01-09,2025-01-09 23:59:59
272.31,278.77,279.53,270.27,19623132401.4,71154220.0,2025-01-10,2025-01-10 23:59:59
280.62,279.8,284.75,278.6,18781966095.5,66601710.0,2025-01-13,2025-01-13 23:59:59
279.84,279.85,282.36,277.41,12888705821.9,46037150.0,2025-01-14,2025-01-14 23:59:59
280.0,282.77,282.82,276.06,14768778206.9,52864450.0,2025-01-15,2025-01-15 23:59:59
283.7,281.8,284.0,281.18,13975953014.3,49453530.0,2025-01-16,2025-01-16 23:59:59
282.2,283.53,284.64,280.19,14674366108.3,51876150.0,2025-01-17,2025-01-17 23:59:59
285.1,278.19,286.23,277.61,19166116805.7,67946640.0,2025-01-20,2025-01-20 23:59:59
279.39,281.85,281.85,276.32,11305302708.9,40478260.0,2025-01-21,2025-01-21 23:59:59
282.0,280.36,284.0,280.2,13286163684.6,47106880.0,2025-01-22,2025-01-22 23:59:59
280.79,280.49,280.79,277.35,10774689057.8,38573410.0,2025-01-23,2025-01-23 23:59:59
281.0,280.74,282.75,279.25,9028740828.2,32155210.0,2025-01-24,2025-01-24 23:59:59
280.72,275.23,280.97,275.01,10825883885.4,39035610.0,2025-01-27,2025-01-27 23:59:59
275.25,278.35,279.26,274.01,10821743892.1,39030820.0,2025-01-28,2025-01-28 23:59:59
278.0,280.36,282.18,277.12,10974299055.3,39161630.0,2025-01-29,2025-01-29 23:59:59
280.44,281.97,282.5,280.36,7888310432.6,28020880.0,2025-01-30,2025-01-30 23:59:59
281.97,280.73,284.11,280.27,11395665602.0,40333120.0,2025-01-31,2025-01-31 23:59:59
280.21,279.55,280.35,278.0,8477125815.3,30373760.0,2025-02-03,2025-02-03 23:59:59
279.55,277.4,281.41,275.7,6685824653.4,23986670.0,2025-02-04,2025-02-04 23:59:59
277.3,282.88,283.89,275.34,12035124307.1,43070410.0,2025-02-05,2025-02-05 23:59:59
283.89,287.15,288.92,282.09,19885584125.2,69363150.0,2025-02-06,2025-02-06 23:59:59
287.66,285.81,288.9,285.08,7924869053.3,27626070.0,2025-02-07,2025-02-07 23:59:59
287.61,289.94,294.55,287.61,21267188580.4,73052590.0,2025-02-10,2025-02-10 23:59:59
290.35,294.06,294.1,289.3,16355814309.0,56009830.0,2025-02-11,2025-02-11 23:59:59
294.3,314.0,314.4,291.3,56277149585.3,185816680.0,2025-02-12,2025-02-12 23:59:59
315.61,310.1,318.72,307.2,36604642922.8,116925810.0,2025-02-13,2025-02-13 23:59:59
315.59,309.87,317.84,303.06,39525316749.6,126690930.0,2025-02-14,2025-02-14 23:59:59
314.0,319.5,319.55,312.31,26824441532.1,84827010.0,2025-02-17,2025-02-17 23:59:59
319.99,312.95,320.92,310.21,26823149077.9,85001770.0,2025-02-18,2025-02-18 23:59:59
313.53,315.91,317.25,311.01,15868701994.0,50484340.0,2025-02-19,2025-02-19 23:59:59
315.91,315.05,317.96,314.02,10477695990.6,33164900.0,2025-02-20,2025-02-20 23:59:59
315.48,314.74,316.69,312.0,10285495344.6,32725520.0,2025-02-21,2025-02-21 23:59:59
314.92,316.03,316.4,313.0,11245263329.0,35730390.0,2025-02-24,2025-02-24 23:59:59
316.03,316.97,318.59,315.62,12313543551.0,38826960.0,2025-02-25,2025-02-25 23:59:59
316.97,310.22,317.45,308.31,23040552826.8,73827020.0,2025-02-26,2025-02-26 23:59:59
310.22,307.1,312.45,305.43,18840933180.5,60936490.0,2025-02-27,2025-02-27 23:59:59
306.01,309.63,310.4,304.05,20165953351.0,65681370.0,2025-02-28,2025-02-28 23:59:59
309.84,310.11,310.94,309.47,352894151.0,1138430.0,2025-03-01,2025-03-01 23:59:56
309.5,307.44,309.63,306.8,580768223.4999995,1885110.0,2025-03-02,2025-03-02 23:59:59
306.45,305.5,307.92,300.2,20184378218.89999,66467290.0,2025-03-03,2025-03-03 23:59:52
306.95,316.4,318.5,306.14,27673062102.69999,88130960.0,2025-03-04,2025-03-04 23:59:56
316.4,313.56,318.3,313.0,18258763571.00001,57792400.0,2025-03-05,2025-03-05 23:59:55
313.6,315.18,317.43,313.57,10074119599.49998,31963110.0,2025-03-06,2025-03-06 23:59:51
315.19,316.92,321.87,310.69,35131355149.59997,110871260.0,2025-03-07,2025-03-07 23:59:55
316.98,317.57,320.63,316.37,12523199814.100004,39315360.0,2025-03-10,2025-03-10 23:59:56
317.7,319.69,321.98,315.57,20743337430.100014,64935150.0,2025-03-11,2025-03-11 23:59:55
319.99,318.39,320.9,315.8,13354955867.099998,41964450.0,2025-03-12,2025-03-12 23:59:55
318.39,316.37,320.5,312.5,24872186568.70003,78552090.0,2025-03-13,2025-03-13 23:59:56
316.0,320.51,321.1,314.12,16479988152.40002,51762530.0,2025-03-14,2025-03-14 23:59:55
320.69,320.74,321.3,319.82,466802663.6,1455280.0,2025-03-15,2025-03-15 23:59:56
320.52,323.44,323.5,320.52,1832146317.8999987,5680630.0,2025-03-16,2025-03-16 23:59:56
323.44,326.02,326.97,322.62,19106596632.19997,58701560.0,2025-03-17,2025-03-17 23:59:57
326.2,324.06,329.77,323.82,23858590971.49999,72947120.0,2025-03-18,2025-03-18 23:59:56
324.5,325.3,326.88,322.3,12924249479.50001,39800890.0,2025-03-19,2025-03-19 23:59:55
325.41,324.05,326.0,321.8,13733625340.500011,42356790.0,2025-03-20,2025-03-20 23:59:59
323.8,324.57,324.95,323.8,79094791.6,243660.0,2025-03-21,2025-03-21 07:33:05
