open,close,high,low,value,volume,begin,end
3340.0,3421.5,3421.5,3340.0,1346153196.0,395934.0,2018-01-03,2018-01-03 23:59:59
3428.0,3501.0,3501.0,3392.5,2426750341.0,702060.0,2018-01-04,2018-01-04 23:59:59
3499.5,3569.5,3569.5,3491.0,2111284621.0,597634.0,2018-01-05,2018-01-05 23:59:59
3575.0,3628.5,3647.5,3575.0,3087868031.5,852342.0,2018-01-09,2018-01-09 23:59:59
3640.0,3641.0,3649.0,3594.5,3720431146.5,1025327.0,2018-01-10,2018-01-10 23:59:59
3644.5,3687.5,3689.5,3610.0,2437952799.0,665221.0,2018-01-11,2018-01-11 23:59:59
3677.0,3908.0,3942.0,3650.0,10306419535.5,2678400.0,2018-01-12,2018-01-12 23:59:59
3932.0,3876.5,3985.0,3876.5,3630202404.0,928147.0,2018-01-15,2018-01-15 23:59:59
3887.0,3862.0,3897.0,3767.5,4427636509.5,1158201.0,2018-01-16,2018-01-16 23:59:59
3846.5,3851.5,3868.5,3811.0,3106610526.0,808217.0,2018-01-17,2018-01-17 23:59:59
3866.0,3855.0,3890.0,3842.5,3789328096.5,979560.0,2018-01-18,2018-01-18 23:59:59
3850.0,3825.5,3885.5,3801.0,2542759712.5,662931.0,2018-01-19,2018-01-19 23:59:59
3830.0,3870.0,3871.0,3812.0,2353717219.0,611168.0,2018-01-22,2018-01-22 23:59:59
3870.0,3841.5,3870.0,3791.0,3171642846.0,828465.0,2018-01-23,2018-01-23 23:59:59
3841.0,3850.0,3852.5,3808.0,2013828756.0,524751.0,2018-01-24,2018-01-24 23:59:59
3860.0,3825.0,3860.0,3808.0,4175849681.5,1089571.0,2018-01-25,2018-01-25 23:59:59
3824.5,3821.0,3828.0,3780.5,2395558120.5,628670.0,2018-01-26,2018-01-26 23:59:59
3825.0,3778.0,3830.5,3759.0,2754593835.5,727704.0,2018-01-29,2018-01-29 23:59:59
3753.0,3713.0,3816.0,3703.0,3099157696.0,827378.0,2018-01-30,2018-01-30 23:59:59
3700.0,3728.0,3759.0,3697.0,3855591731.0,1036121.0,2018-01-31,2018-01-31 23:59:59
3733.0,3760.5,3762.5,3722.5,1899849160.5,506782.0,2018-02-01,2018-02-01 23:59:59
3754.0,3797.0,3798.0,3741.0,2613370217.5,692059.0,2018-02-02,2018-02-02 23:59:59
3770.0,3752.0,3787.5,3746.0,2725544563.5,724635.0,2018-02-05,2018-02-05 23:59:59
