open,close,high,low,value,volume,begin,end
13989.5,14027.0,14154.5,13920.0,2436130047.0,173415.0,2021-02-26,2021-02-26 23:59:59
14100.0,14260.0,14290.0,14000.0,2147271994.5,151464.0,2021-03-01,2021-03-01 23:59:59
14170.0,14505.0,14524.5,14115.0,2554798491.5,177988.0,2021-03-02,2021-03-02 23:59:59
14529.0,14401.5,14617.5,14400.0,3286148622.5,226510.0,2021-03-03,2021-03-03 23:59:59
14483.0,14064.0,14483.0,14040.0,1770768664.0,123448.0,2021-03-04,2021-03-04 23:59:59
14210.0,14500.0,14625.0,14115.0,2382948731.0,164634.0,2021-03-05,2021-03-05 23:59:59
14500.0,14513.0,14660.5,14350.0,2255078316.0,155492.0,2021-03-09,2021-03-09 23:59:59
14512.0,14107.5,14528.5,13954.5,2632387882.5,186072.0,2021-03-10,2021-03-10 23:59:59
14239.5,14231.0,14340.0,14144.0,1361796046.5,95582.0,2021-03-11,2021-03-11 23:59:59
14200.0,14110.5,14206.5,13974.0,1508746078.5,107253.0,2021-03-12,2021-03-12 23:59:59
14230.0,14089.5,14377.0,13990.5,2153418134.0,152405.0,2021-03-15,2021-03-15 23:59:59
14089.5,14175.5,14268.0,13990.0,1273865081.0,89988.0,2021-03-16,2021-03-16 23:59:59
14222.0,14264.0,14301.0,14094.5,1075714316.0,75812.0,2021-03-17,2021-03-17 23:59:59
14300.0,14299.5,14412.0,14170.0,2050979538.5,143356.0,2021-03-18,2021-03-18 23:59:59
14299.5,14301.5,14444.0,14265.0,2123047976.5,147888.0,2021-03-19,2021-03-19 23:59:59
14302.0,14120.0,14310.0,14045.0,1098558704.0,77741.0,2021-03-22,2021-03-22 23:59:59
14190.0,14147.0,14240.0,14065.0,1042303411.5,73517.0,2021-03-23,2021-03-23 23:59:59
14198.0,13992.5,14198.0,13895.0,1349043572.0,96272.0,2021-03-24,2021-03-24 23:59:59
13927.0,13917.0,14007.0,13828.5,972312415.5,69870.0,2021-03-25,2021-03-25 23:59:59
13950.0,13930.5,13989.0,13809.5,2453316978.0,176768.0,2021-03-26,2021-03-26 23:59:59
13922.0,13838.5,13945.0,13740.0,1343121314.5,97212.0,2021-03-29,2021-03-29 23:59:59
13818.0,13505.0,13845.0,13400.0,2178455213.0,160312.0,2021-03-30,2021-03-30 23:59:59
13514.0,13926.0,13984.5,13485.0,2107514350.0,153497.0,2021-03-31,2021-03-31 23:59:59
13994.0,13928.5,14044.0,13660.0,1948878253.5,139594.0,2021-04-01,2021-04-01 23:59:59
14000.0,13944.0,14000.0,13853.0,378026293.5,27182.0,2021-04-02,2021-04-02 23:59:59
13943.5,13871.0,13953.0,13773.0,618875964.0,44737.0,2021-04-05,2021-04-05 23:59:59
13915.0,14361.5,14414.0,13880.0,2589422991.0,182276.0,2021-04-06,2021-04-06 23:59:59
14323.0,14269.0,14480.0,14243.0,1522892411.0,105999.0,2021-04-07,2021-04-07 23:59:59
14310.5,14267.0,14365.0,14169.5,1434213558.0,100512.0,2021-04-08,2021-04-08 23:59:59
14187.0,14313.0,14376.5,14130.5,1379941996.5,96523.0,2021-04-09,2021-04-09 23:59:59
14340.5,14488.0,14524.5,14250.0,1334373552.5,92284.0,2021-04-12,2021-04-12 23:59:59
14550.0,14618.0,14855.5,14460.5,2002013954.0,136195.0,2021-04-13,2021-04-13 23:59:59
14670.0,14610.0,14810.0,14514.5,2408151917.5,164207.0,2021-04-14,2021-04-14 23:59:59
14575.5,14879.5,14969.0,14563.5,1751135817.5,118400.0,2021-04-15,2021-04-15 23:59:59
14959.0,15004.0,15103.0,14739.0,2252786515.0,150615.0,2021-04-16,2021-04-16 23:59:59
15048.0,15232.5,15389.0,14953.5,3134540236.5,205802.0,2021-04-19,2021-04-19 23:59:59
15235.0,15349.0,15439.0,15186.5,2726514672.0,177739.0,2021-04-20,2021-04-20 23:59:59
15449.0,15642.5,15667.5,15332.5,3015716210.0,194316.0,2021-04-21,2021-04-21 23:59:59
15670.0,15671.5,15949.0,15645.5,3926592926.0,248183.0,2021-04-22,2021-04-22 23:59:59
15651.5,15244.0,15651.5,15160.5,2830405503.0,184171.0,2021-04-23,2021-04-23 23:59:59
15300.0,14989.0,15300.0,14810.0,2925746849.5,195162.0,2021-04-26,2021-04-26 23:59:59
15020.0,14666.0,15149.5,14558.0,2281129546.0,153705.0,2021-04-27,2021-04-27 23:59:59
14700.0,14572.0,14702.0,14412.0,1475994268.0,101645.0,2021-04-28,2021-04-28 23:59:59
14617.5,14123.0,14677.5,13940.0,2721870033.0,191641.0,2021-04-29,2021-04-29 23:59:59
14127.5,13959.5,14168.0,13854.0,1612235180.0,115622.0,2021-04-30,2021-04-30 23:59:59
14099.5,14080.0,14337.5,13956.0,1952502561.5,138512.0,2021-05-04,2021-05-04 23:59:59
14080.5,14280.0,14280.0,13986.5,1019773085.5,72165.0,2021-05-05,2021-05-05 23:59:59
14300.0,14812.0,14848.5,14285.5,2139112112.5,146450.0,2021-05-06,2021-05-06 23:59:59
14853.0,15070.5,15470.0,14811.0,3977807954.5,261894.0,2021-05-07,2021-05-07 23:59:59
15220.0,15188.0,15472.0,14870.0,2049094105.0,133855.0,2021-05-10,2021-05-10 23:59:59
15122.5,15220.5,15248.0,14952.5,2267467978.5,150587.0,2021-05-11,2021-05-11 23:59:59
15230.0,14924.0,15395.0,14877.0,2526630644.5,166548.0,2021-05-12,2021-05-12 23:59:59
14927.0,14888.5,15081.0,14690.5,1710710562.5,115266.0,2021-05-13,2021-05-13 23:59:59
14950.0,14970.0,15027.5,14865.0,818769598.5,54785.0,2021-05-14,2021-05-14 23:59:59
15136.0,15339.0,15386.0,14992.0,2077284127.0,136874.0,2021-05-17,2021-05-17 23:59:59
15470.0,15774.5,15860.0,15382.0,3469346561.5,221063.0,2021-05-18,2021-05-18 23:59:59
15795.0,15700.0,15920.0,15430.5,2901866075.5,184301.0,2021-05-19,2021-05-19 23:59:59
15845.0,15732.0,15879.0,15628.5,2069259112.5,131297.0,2021-05-20,2021-05-20 23:59:59
15732.0,15698.5,15896.5,15600.0,1607262827.5,101963.0,2021-05-21,2021-05-21 23:59:59
15700.5,15758.0,15867.0,15658.5,1066822050.0,67658.0,2021-05-24,2021-05-24 23:59:59
15729.0,15849.5,15852.0,15660.0,1447798922.0,91897.0,2021-05-25,2021-05-25 23:59:59
15861.0,16012.0,16100.0,15841.0,3001997291.0,187427.0,2021-05-26,2021-05-26 23:59:59
16098.0,15997.0,16212.0,15677.0,4052178181.5,254210.0,2021-05-27,2021-05-27 23:59:59
16036.5,15941.0,16129.0,15780.5,2640381660.5,165519.0,2021-05-28,2021-05-28 23:59:59
15990.0,15850.5,16019.5,15737.5,1524450259.5,96325.0,2021-05-31,2021-05-31 23:59:59
15949.5,16099.0,16160.0,15910.0,2694870396.0,167525.0,2021-06-01,2021-06-01 23:59:59
16099.0,16103.5,16155.0,15864.0,2347237308.5,146652.0,2021-06-02,2021-06-02 23:59:59
16080.0,16000.0,16103.5,15850.0,4131717222.0,258870.0,2021-06-03,2021-06-03 23:59:59
15700.0,15583.0,15776.0,15301.5,2505506085.5,161087.0,2021-06-04,2021-06-04 23:59:59
15509.5,15200.0,15516.5,14971.0,2449743696.5,161514.0,2021-06-07,2021-06-07 23:59:59
15239.5,15197.0,15311.5,15000.0,2296329513.0,151319.0,2021-06-08,2021-06-08 23:59:59
15257.0,15099.0,15279.5,14989.0,1767206934.0,116989.0,2021-06-09,2021-06-09 23:59:59
15099.0,15025.0,15130.0,14801.0,2019673160.0,135098.0,2021-06-10,2021-06-10 23:59:59
15126.0,14940.0,15238.5,14767.0,1991135013.0,132594.0,2021-06-11,2021-06-11 23:59:59
14895.5,14786.0,14932.5,14663.0,1653079326.5,111757.0,2021-06-14,2021-06-14 23:59:59
14794.0,14825.0,14884.5,14743.0,1148984321.5,77486.0,2021-06-15,2021-06-15 23:59:59
14860.0,14650.5,14914.0,14605.5,1439791115.5,97350.0,2021-06-16,2021-06-16 23:59:59
14647.5,14450.0,14649.0,14327.0,2402395286.5,165886.0,2021-06-17,2021-06-17 23:59:59
14490.0,14514.5,14697.0,14422.5,2455917162.5,168943.0,2021-06-18,2021-06-18 23:59:59
14497.0,14703.5,14750.5,14496.0,1647868422.0,112505.0,2021-06-21,2021-06-21 23:59:59
14709.5,14752.5,14769.0,14527.0,2014167459.5,137554.0,2021-06-22,2021-06-22 23:59:59
14780.0,14730.0,14833.0,14630.0,856714187.5,58158.0,2021-06-23,2021-06-23 23:59:59
14730.0,14401.0,14748.5,14371.5,1985454844.5,137099.0,2021-06-24,2021-06-24 23:59:59
14500.0,14330.0,14500.0,14257.5,1263207836.5,88066.0,2021-06-25,2021-06-25 23:59:59
14335.0,14355.0,14439.0,14219.0,812814756.5,56787.0,2021-06-28,2021-06-28 23:59:59
14355.0,13966.0,14401.0,13888.0,2578861693.5,184146.0,2021-06-29,2021-06-29 23:59:59
13920.0,14241.0,14262.0,13782.0,1627317984.0,116212.0,2021-06-30,2021-06-30 23:59:59
14268.0,14128.0,14385.5,14075.5,1450249837.0,101879.0,2021-07-01,2021-07-01 23:59:59
14169.5,14277.5,14317.5,14095.0,1463968416.0,102916.0,2021-07-02,2021-07-02 23:59:59
14317.0,14195.0,14394.5,14041.0,1495945638.5,105354.0,2021-07-05,2021-07-05 23:59:59
14250.0,14205.5,14359.0,14100.0,1517212470.5,106673.0,2021-07-06,2021-07-06 23:59:59
14250.5,14525.5,14529.5,14200.0,1758553458.5,122144.0,2021-07-07,2021-07-07 23:59:59
14422.0,14549.0,14755.0,14362.5,1853381855.5,126874.0,2021-07-08,2021-07-08 23:59:59
14545.0,14190.0,14545.0,14111.0,2493593833.0,175274.0,2021-07-09,2021-07-09 23:59:59
14116.0,14182.5,14200.0,14064.0,856484980.0,60546.0,2021-07-12,2021-07-12 23:59:59
14186.0,14319.0,14357.0,14130.0,1411592161.0,99175.0,2021-07-13,2021-07-13 23:59:59
14321.5,14275.0,14425.0,14170.0,1260231535.0,88181.0,2021-07-14,2021-07-14 23:59:59
14335.0,14400.0,14550.0,14263.5,1988026555.5,137871.0,2021-07-15,2021-07-15 23:59:59
14379.5,14056.0,14405.5,14039.0,1472058798.5,103903.0,2021-07-16,2021-07-16 23:59:59
14001.5,14001.0,14144.5,13830.5,1483610870.5,106224.0,2021-07-19,2021-07-19 23:59:59
13999.5,13845.5,14055.0,13819.0,1200925087.5,86398.0,2021-07-20,2021-07-20 23:59:59
13820.0,13693.0,13876.5,13640.0,1540157581.5,112027.0,2021-07-21,2021-07-21 23:59:59
13750.0,13891.0,13913.5,13644.0,818458119.5,59619.0,2021-07-22,2021-07-22 23:59:59
13892.0,13661.0,13940.0,13550.0,1288890907.0,94262.0,2021-07-23,2021-07-23 23:59:59
13688.0,13724.0,13854.0,13624.5,800397007.0,58285.0,2021-07-26,2021-07-26 23:59:59
13666.0,13590.5,13701.5,13557.5,1038387384.5,76338.0,2021-07-27,2021-07-27 23:59:59
13530.0,13775.0,13775.0,13530.0,1254472915.5,92115.0,2021-07-28,2021-07-28 23:59:59
13825.0,14105.5,14145.0,13800.0,1788445903.0,127710.0,2021-07-29,2021-07-29 23:59:59
14055.0,14000.0,14125.0,13902.0,1271900719.5,90803.0,2021-07-30,2021-07-30 23:59:59
14039.5,13896.0,14100.0,13821.0,1129081262.0,81002.0,2021-08-02,2021-08-02 23:59:59
13850.0,14030.0,14031.5,13816.5,743078097.0,53290.0,2021-08-03,2021-08-03 23:59:59
14051.5,14060.0,14223.5,13982.0,1198691302.0,84979.0,2021-08-04,2021-08-04 23:59:59
14096.0,13940.5,14125.0,13850.5,969666995.0,69435.0,2021-08-05,2021-08-05 23:59:59
13894.5,13674.0,13917.0,13601.5,1317970902.0,95927.0,2021-08-06,2021-08-06 23:59:59
13619.5,13558.5,13700.0,13508.0,1227473661.5,90268.0,2021-08-09,2021-08-09 23:59:59
13620.0,13500.0,13635.0,13360.0,1400944560.5,104049.0,2021-08-10,2021-08-10 23:59:59
13501.0,13400.5,13527.0,13315.0,1797563903.0,134223.0,2021-08-11,2021-08-11 23:59:59
13402.5,13432.5,13510.0,13350.0,915165546.0,68061.0,2021-08-12,2021-08-12 23:59:59
13487.0,13492.5,13500.0,13410.0,942511156.5,70028.0,2021-08-13,2021-08-13 23:59:59
13422.0,13380.0,13482.5,13366.5,1180643333.0,88073.0,2021-08-16,2021-08-16 23:59:59
13380.0,13561.0,13610.0,13355.0,2005522458.0,148429.0,2021-08-17,2021-08-17 23:59:59
13543.5,13448.5,13624.0,13401.0,1102902513.5,81662.0,2021-08-18,2021-08-18 23:59:59
13400.5,13577.5,13749.5,13379.5,2072895054.5,151936.0,2021-08-19,2021-08-19 23:59:59
13659.0,13476.5,13749.5,13442.5,1348775041.0,99097.0,2021-08-20,2021-08-20 23:59:59
13549.0,13728.5,13753.0,13422.5,893469147.0,65732.0,2021-08-23,2021-08-23 23:59:59
13776.5,13710.0,13837.0,13595.0,1059869370.5,77433.0,2021-08-24,2021-08-24 23:59:59
13630.0,13565.5,13667.0,13540.0,821763194.5,60430.0,2021-08-25,2021-08-25 23:59:59
13556.0,13463.5,13596.5,13380.0,967676352.5,71781.0,2021-08-26,2021-08-26 23:59:59
13486.0,13529.0,13535.0,13360.0,1006586083.5,74847.0,2021-08-27,2021-08-27 23:59:59
13536.0,13458.0,13550.0,13431.5,672697264.5,49913.0,2021-08-30,2021-08-30 23:59:59
13482.0,13259.5,13490.0,13082.5,3146584838.0,237088.0,2021-08-31,2021-08-31 23:59:59
13270.0,13258.0,13310.0,13110.0,2000192541.5,151542.0,2021-09-01,2021-09-01 23:59:59
13261.5,13311.0,13412.5,13191.0,2196200075.5,165135.0,2021-09-02,2021-09-02 23:59:59
13373.5,13583.0,13623.5,13223.0,2144049771.5,159864.0,2021-09-03,2021-09-03 23:59:59
13600.0,13518.0,13658.5,13389.0,837427765.0,61983.0,2021-09-06,2021-09-06 23:59:59
13450.0,13330.0,13475.5,13320.5,1112436255.5,83109.0,2021-09-07,2021-09-07 23:59:59
13325.0,13283.0,13460.0,13167.5,2074651664.5,155774.0,2021-09-08,2021-09-08 23:59:59
13320.0,13295.5,13544.0,13175.5,1539265481.5,115215.0,2021-09-09,2021-09-09 23:59:59
13350.0,13162.0,13364.5,13121.5,1132065094.5,85823.0,2021-09-10,2021-09-10 23:59:59
13162.0,12988.0,13175.5,12905.5,1855027933.0,142838.0,2021-09-13,2021-09-13 23:59:59
