date,high,low,cache,share_count,amount_in_shares,overall_result,comission,tax,total_tax
2022-08-22,121.9,120.22,50.82,3340,405442.6,405493.42,536.22,0,23164.96
2022-08-23,125.49,121.45,50.82,3340,418802.6,418853.42,536.22,0,23164.96
2022-08-24,126.4,123.05,50.82,3340,411387.8,411438.62,536.22,0,23164.96
2022-08-25,124.6,122.13,50.82,3340,412156.0,412206.82,536.22,0,23164.96
2022-08-26,125.4,122.83,50.82,3340,417433.2,417484.02,536.22,0,23164.96
2022-08-29,125.79,124.25,50.82,3340,418168.0,418218.82,536.22,0,23164.96
2022-08-30,126.55,124.05,50.82,3340,416164.0,416214.82,536.22,0,23164.96
2022-08-31,131.81,125.8,50.82,3340,428588.8,428639.62,536.22,0,23164.96
2022-09-01,132.0,126.75,50.82,3340,440880.0,440930.82,536.22,0,23164.96
2022-09-02,136.55,130.2,50.82,3340,453906.0,453956.82,536.22,0,23164.96
2022-09-05,137.11,132.01,50.82,3340,448896.0,448946.82,536.22,0,23164.96
2022-09-06,134.4,128.8,50.82,3340,434600.8,434651.62,536.22,0,23164.96
2022-09-07,131.37,128.38,50.82,3340,431394.4,431445.22,536.22,0,23164.96
2022-09-08,129.65,127.05,50.82,3340,426852.0,426902.82,536.22,0,23164.96
2022-09-09,131.5,127.61,50.82,3340,437473.2,437524.02,536.22,0,23164.96
2022-09-12,133.0,129.68,50.82,3340,439343.6,439394.42,536.22,0,23164.96
2022-09-13,132.3,129.68,50.82,3340,434600.8,434651.62,536.22,0,23164.96
2022-09-14,131.96,128.5,50.82,3340,438876.0,438926.82,536.22,0,23164.96
2022-09-15,132.78,130.16,50.82,3340,441180.6,441231.42,536.22,0,23164.96
2022-09-16,133.22,129.93,50.82,3340,435936.8,435987.62,536.22,0,23164.96
2022-09-19,131.48,129.33,50.82,3340,435101.8,435152.62,536.22,0,23164.96
2022-09-20,130.97,118.32,50.82,3340,405643.0,405693.82,536.22,0,23164.96
2022-09-21,119.37,109.49,50.82,3340,387840.8,387891.62,536.22,0,23164.96
2022-09-22,121.82,115.77,50.82,3340,398228.2,398279.02,536.22,0,23164.96
2022-09-23,120.01,112.52,50.82,3340,382329.8,382380.62,536.22,0,23164.96
2022-09-26,113.0,102.0,50.82,3340,347660.6,347711.42,536.22,0,23164.96
2022-09-27,109.5,104.0,50.82,3340,362423.4,362474.22,536.22,0,23164.96
2022-09-28,110.8,104.65,50.82,3340,356077.4,356128.22,536.22,0,23164.96
2022-09-29,107.91,102.19,50.82,3340,351468.2,351519.02,536.22,0,23164.96
2022-09-30,108.3,100.0,50.82,3340,352904.4,352955.22,536.22,0,23164.96
2022-10-03,109.96,105.19,50.82,3340,365897.0,365947.82,536.22,0,23164.96
2022-10-04,110.45,106.61,50.82,3340,357680.6,357731.42,536.22,0,23164.96
2022-10-05,107.2,103.16,50.82,3340,350199.0,350249.82,536.22,0,23164.96
2022-10-06,106.5,104.45,50.82,3340,351768.8,351819.62,536.22,0,23164.96
2022-10-07,105.22,98.5,50.82,3340,331762.2,331813.02,536.22,0,23164.96
2022-10-10,103.49,94.5,50.82,3340,344688.0,344738.82,536.22,0,23164.96
2022-10-11,104.19,100.38,50.82,3340,346358.0,346408.82,536.22,0,23164.96
2022-10-12,104.43,102.43,50.82,3340,343719.4,343770.22,536.22,0,23164.96
2022-10-13,103.5,102.1,50.82,3340,344253.8,344304.62,536.22,0,23164.96
2022-10-14,104.56,102.0,50.82,3340,346458.2,346509.02,536.22,0,23164.96
2022-10-17,108.68,103.9,50.82,3340,361722.0,361772.82,536.22,0,23164.96
2022-10-18,109.39,106.16,50.82,3340,355476.2,355527.02,536.22,0,23164.96
2022-10-19,108.1,105.01,50.82,3340,358716.0,358766.82,536.22,0,23164.96
2022-10-20,110.97,107.37,50.82,3340,369003.2,369054.02,536.22,0,23164.96
2022-10-21,113.83,108.53,50.82,3340,379758.0,379808.82,536.22,0,23164.96
2022-10-24,115.4,112.0,50.82,3340,378589.0,378639.82,536.22,0,23164.96
2022-10-25,119.55,112.7,50.82,3340,394821.4,394872.22,536.22,0,23164.96
2022-10-26,120.5,116.0,50.82,3340,395456.0,395506.82,536.22,0,23164.96
2022-10-27,121.5,117.66,50.82,3340,402035.8,402086.62,536.22,0,23164.96
2022-10-28,121.9,119.0,50.82,3340,405409.2,405460.02,536.22,0,23164.96
2022-10-31,122.3,119.66,50.82,3340,402670.4,402721.22,536.22,0,23164.96
2022-11-01,121.68,120.26,50.82,3340,403806.0,403856.82,536.22,0,23164.96
2022-11-02,121.64,118.55,50.82,3340,399130.0,399180.82,536.22,0,23164.96
2022-11-03,120.41,117.76,50.82,3340,398395.2,398446.02,536.22,0,23164.96
2022-11-07,125.9,120.2,50.82,3340,418836.0,418886.82,536.22,0,23164.96
2022-11-08,126.47,123.19,50.82,3340,417232.8,417283.62,536.22,0,23164.96
2022-11-09,125.05,120.66,50.82,3340,406144.0,406194.82,536.22,0,23164.96
2022-11-10,130.49,123.9,50.82,3340,435569.4,435620.22,536.22,0,23164.96
2022-11-11,132.1,129.17,50.82,3340,437540.0,437590.82,536.22,0,23164.96
2022-11-14,134.61,130.13,50.82,3340,449230.0,449280.82,536.22,0,23164.96
2022-11-15,135.4,125.86,50.82,3340,436237.4,436288.22,536.22,0,23164.96
2022-11-16,134.42,131.83,50.82,3340,448662.2,448713.02,536.22,0,23164.96
2022-11-17,135.33,132.12,50.82,3340,445389.0,445439.82,536.22,0,23164.96
2022-11-18,133.46,131.5,50.82,3340,443084.4,443135.22,536.22,0,23164.96
2022-11-21,131.95,128.54,50.82,3340,435369.0,435419.82,536.22,0,23164.96
2022-11-22,131.45,129.8,50.82,3340,438809.2,438860.02,536.22,0,23164.96
2022-11-23,132.0,130.1,50.82,3340,438876.0,438926.82,536.22,0,23164.96
2022-11-24,132.61,130.96,50.82,3340,438742.4,438793.22,536.22,0,23164.96
2022-11-25,131.78,130.2,50.82,3340,438174.6,438225.42,536.22,0,23164.96
2022-11-28,130.82,129.48,50.82,3340,435636.2,435687.02,536.22,0,23164.96
2022-11-29,131.59,130.55,50.82,3340,438174.6,438225.42,536.22,0,23164.96
2022-11-30,131.55,130.4,50.82,3340,439343.6,439394.42,536.22,0,23164.96
2022-12-01,132.45,130.59,50.82,3340,440078.4,440129.22,536.22,0,23164.96
2022-12-02,131.99,130.88,50.82,3340,438842.6,438893.42,536.22,0,23164.96
2022-12-05,136.66,130.74,50.82,3340,455576.0,455626.82,536.22,0,23164.96
2022-12-06,137.58,134.12,50.82,3340,452904.0,452954.82,536.22,0,23164.96
2022-12-07,137.98,134.14,50.82,3340,459216.6,459267.42,536.22,0,23164.96
2022-12-08,138.88,135.73,50.82,3340,454440.4,454491.22,536.22,0,23164.96
2022-12-09,136.9,135.37,50.82,3340,454674.2,454725.02,536.22,0,23164.96
2022-12-12,136.84,135.5,50.82,3340,454073.0,454123.82,536.22,0,23164.96
2022-12-13,136.12,134.36,50.82,3340,452403.0,452453.82,536.22,0,23164.96
2022-12-14,135.74,134.21,50.82,3340,449864.6,449915.42,536.22,0,23164.96
2022-12-15,134.53,131.0,50.82,3340,437874.0,437924.82,536.22,0,23164.96
2022-12-16,133.15,130.44,50.82,3340,444220.0,444270.82,536.22,0,23164.96
2022-12-19,133.69,129.98,50.82,3340,441848.6,441899.42,536.22,0,23164.96
2022-12-20,135.9,131.9,50.82,3340,453137.8,453188.62,536.22,0,23164.96
2022-12-21,136.51,134.06,50.82,3340,451668.2,451719.02,536.22,0,23164.96
2022-12-22,136.56,134.97,50.82,3340,452837.2,452888.02,536.22,0,23164.96
2022-12-23,136.47,134.78,50.82,3340,453371.6,453422.42,536.22,0,23164.96
2022-12-26,138.29,135.56,50.82,3340,461187.2,461238.02,536.22,0,23164.96
2022-12-27,139.0,137.27,50.82,3340,459918.0,459968.82,536.22,0,23164.96
2022-12-28,138.2,137.3,50.82,3340,459918.0,459968.82,536.22,0,23164.96
2022-12-29,140.88,137.55,50.82,3340,466798.4,466849.22,536.22,0,23164.96
2022-12-30,141.29,139.61,50.82,3340,470906.6,470957.42,536.22,0,23164.96
2023-01-03,143.11,141.01,50.82,3340,472376.2,472427.02,536.22,0,23164.96
2023-01-04,142.07,140.63,50.82,3340,470873.2,470924.02,536.22,0,23164.96
2023-01-05,141.18,140.2,50.82,3340,469537.2,469588.02,536.22,0,23164.96
2023-01-06,140.72,139.8,50.82,3340,468000.8,468051.62,536.22,0,23164.96
2023-01-09,142.41,140.5,50.82,3340,474246.6,474297.42,536.22,0,23164.96
2023-01-10,142.0,140.62,50.82,3340,474113.0,474163.82,536.22,0,23164.96
2023-01-11,148.99,141.93,50.82,3340,496724.8,496775.62,536.22,0,23164.96
2023-01-12,149.31,147.14,50.82,3340,495522.4,495573.22,536.22,0,23164.96
2023-01-13,151.6,147.39,50.82,3340,503972.6,504023.42,536.22,0,23164.96
2023-01-16,153.29,151.36,50.82,3340,510185.0,510235.82,536.22,0,23164.96
2023-01-17,153.15,148.56,50.82,3340,499697.4,499748.22,536.22,0,23164.96
2023-01-18,152.18,148.72,50.82,3340,504640.6,504691.42,536.22,0,23164.96
2023-01-19,151.5,148.5,50.82,3340,497459.6,497510.42,536.22,0,23164.96
2023-01-20,150.0,148.3,50.82,3340,501000.0,501050.82,536.22,0,23164.96
2023-01-23,152.0,149.64,50.82,3340,505408.8,505459.62,536.22,0,23164.96
2023-01-24,152.5,150.06,50.82,3340,501801.6,501852.42,536.22,0,23164.96
2023-01-25,151.0,149.68,50.82,3340,502536.4,502587.22,536.22,0,23164.96
2023-01-26,151.1,149.91,50.82,3340,501768.2,501819.02,536.22,0,23164.96
2023-01-27,151.0,150.0,50.82,3340,502837.0,502887.82,536.22,0,23164.96
2023-01-30,151.34,150.14,50.82,3340,503638.6,503689.42,536.22,0,23164.96
2023-01-31,155.5,150.55,50.82,3340,519269.8,519320.62,536.22,0,23164.96
2023-02-01,157.0,154.49,50.82,3340,522776.8,522827.62,536.22,0,23164.96
2023-02-02,158.72,155.5,50.82,3340,527953.8,528004.62,536.22,0,23164.96
2023-02-03,161.28,157.0,50.82,3340,535869.6,535920.42,536.22,0,23164.96
2023-02-06,165.95,160.62,50.82,3340,554005.8,554056.62,536.22,0,23164.96
2023-02-07,169.5,161.02,50.82,3340,548261.0,548311.82,536.22,0,23164.96
2023-02-08,165.07,161.24,50.82,3340,544553.6,544604.42,536.22,0,23164.96
2023-02-09,165.63,160.8,50.82,3340,549029.2,549080.02,536.22,0,23164.96
2023-02-10,164.95,163.5,50.82,3340,548862.2,548913.02,536.22,0,23164.96
2023-02-13,165.3,163.32,50.82,3340,545956.4,546007.22,536.22,0,23164.96
2023-02-14,163.47,160.21,50.82,3340,537272.4,537323.22,536.22,0,23164.96
2023-02-15,160.01,151.74,50.82,3340,519036.0,519086.82,536.22,0,23164.96
2023-02-16,158.46,155.29,50.82,3340,525215.0,525265.82,536.22,0,23164.96
2023-02-17,158.8,155.0,50.82,3340,527619.8,527670.62,536.22,0,23164.96
2023-02-20,158.73,155.08,50.82,3340,526751.4,526802.22,536.22,0,23164.96
2023-02-21,164.0,157.77,50.82,3340,542549.6,542600.42,536.22,0,23164.96
2023-02-22,162.8,160.61,50.82,3340,540245.0,540295.82,536.22,0,23164.96
2023-02-24,163.69,161.26,50.82,3340,544620.4,544671.22,536.22,0,23164.96
2023-02-27,167.73,161.75,50.82,3340,560017.8,560068.62,536.22,0,23164.96
2023-02-28,169.35,166.69,50.82,3340,560218.2,560269.02,536.22,0,23164.96
2023-03-01,169.2,167.71,50.82,3340,564426.6,564477.42,536.22,0,23164.96
2023-03-02,168.95,163.5,50.82,3340,554139.4,554190.22,536.22,0,23164.96
2023-03-03,168.71,165.91,50.82,3340,563491.4,563542.22,536.22,0,23164.96
2023-03-06,171.12,169.4,50.82,3340,569102.6,569153.42,536.22,0,23164.96
2023-03-07,172.74,169.73,50.82,3340,576150.0,576200.82,536.22,0,23164.96
2023-03-09,173.85,171.0,50.82,3340,572709.8,572760.62,536.22,0,23164.96
2023-03-10,172.22,169.37,50.82,3340,574146.0,574196.82,536.22,0,23164.96
2023-03-13,172.7,168.08,50.82,3340,568701.8,568752.62,536.22,0,23164.96
2023-03-14,174.75,169.43,50.82,3340,581193.4,581244.22,536.22,0,23164.96
2023-03-15,175.37,172.0,50.82,3340,577953.6,578004.42,536.22,0,23164.96
2023-03-16,174.02,171.35,50.82,3340,581160.0,581210.82,536.22,0,23164.96
2023-03-17,193.64,177.0,50.82,3340,645288.0,645338.82,536.22,0,23164.96
2023-03-20,205.0,195.71,50.82,3340,680859.0,680909.82,536.22,0,23164.96
2023-03-21,208.13,201.3,50.82,3340,679356.0,679406.82,536.22,0,23164.96
2023-03-22,204.43,201.8,50.82,3340,678788.2,678839.02,536.22,0,23164.96
2023-03-23,204.11,202.62,50.82,3340,678454.2,678505.02,536.22,0,23164.96
2023-03-24,203.87,202.4,50.82,3340,680291.2,680342.02,536.22,0,23164.96
2023-03-27,213.49,203.83,50.82,3340,707879.6,707930.42,536.22,0,23164.96
2023-03-28,215.4,210.4,50.82,3340,714426.0,714476.82,536.22,0,23164.96
2023-03-29,218.88,213.5,50.82,3340,727017.8,727068.62,536.22,0,23164.96
2023-03-30,218.0,216.35,50.82,3340,724112.0,724162.82,536.22,0,23164.96
2023-03-31,217.25,211.11,50.82,3340,720905.6,720956.42,536.22,0,23164.96
2023-04-03,217.78,214.0,50.82,3340,718166.8,718217.62,536.22,0,23164.96
2023-04-04,216.3,213.59,50.82,3340,715962.4,716013.22,536.22,0,23164.96
2023-04-05,216.0,212.23,50.82,3340,720104.0,720154.82,536.22,0,23164.96
2023-04-06,216.81,214.05,50.82,3340,715461.4,715512.22,536.22,0,23164.96
2023-04-07,216.26,213.6,50.82,3340,721273.0,721323.82,536.22,0,23164.96
2023-04-10,221.13,216.23,50.82,3340,738574.2,738625.02,536.22,0,23164.96
2023-04-11,221.95,217.11,50.82,3340,729322.4,729373.22,536.22,0,23164.96
2023-04-12,219.32,216.51,50.82,3340,731293.0,731343.82,536.22,0,23164.96
2023-04-13,220.4,218.0,50.82,3340,732729.2,732780.02,536.22,0,23164.96
2023-04-14,221.98,218.14,50.82,3340,739476.0,739526.82,536.22,0,23164.96
2023-04-17,228.0,222.5,50.82,3340,760918.8,760969.62,536.22,0,23164.96
2023-04-18,232.86,227.33,50.82,3340,776583.4,776634.22,536.22,0,23164.96
2023-04-19,237.27,230.08,50.82,3340,779188.6,779239.42,536.22,0,23164.96
2023-04-20,236.37,227.9,50.82,3340,789409.0,789459.82,536.22,0,23164.96
2023-04-21,238.35,233.0,50.82,3340,786469.8,786520.62,536.22,0,23164.96
2023-04-24,236.33,234.18,50.82,3340,785835.2,785886.02,536.22,0,23164.96
2023-04-25,235.97,234.5,50.82,3340,785334.2,785385.02,536.22,0,23164.96
2023-04-26,235.95,234.85,50.82,3340,785634.8,785685.62,536.22,0,23164.96
2023-04-27,239.91,235.1,50.82,3340,799963.4,800014.22,536.22,0,23164.96
2023-04-28,241.56,237.03,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-02,244.46,237.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-03,242.9,233.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-04,239.23,235.9,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-05,239.7,236.52,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-08,238.89,235.36,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-10,226.86,213.08,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-11,233.84,222.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-12,230.5,223.54,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-15,228.7,227.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-16,229.88,227.27,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-17,228.52,226.4,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-18,231.81,228.1,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-19,229.53,228.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-22,229.72,227.36,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-23,233.07,227.51,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-24,241.29,232.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-25,243.0,238.08,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-26,244.26,238.51,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-29,248.01,244.5,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-30,246.44,240.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-05-31,243.0,236.37,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-01,241.98,237.37,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-02,242.33,238.1,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-05,241.0,233.37,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-06,239.9,230.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-07,240.8,236.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-08,239.9,237.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-09,239.94,237.68,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-13,241.9,238.8,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-14,244.0,239.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-15,243.6,241.58,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-16,243.97,241.57,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-19,242.29,239.8,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-20,239.85,237.2,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-21,240.48,237.85,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-22,239.5,237.2,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-23,237.92,232.13,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-26,238.23,232.34,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-27,239.85,235.15,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-28,239.04,236.55,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-29,238.77,236.9,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-06-30,238.28,236.41,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-03,240.26,236.51,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-04,240.0,237.27,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-05,238.95,237.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-06,239.62,237.51,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-07,240.86,238.11,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-10,246.1,241.51,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-11,246.74,243.73,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-12,246.9,244.1,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-13,246.32,243.4,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-14,244.95,242.55,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-17,244.58,242.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-18,246.12,243.8,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-19,247.0,245.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-20,245.25,242.25,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-21,244.29,241.64,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-24,244.81,243.1,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-25,246.4,244.08,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-26,246.8,244.61,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-27,248.0,246.05,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-28,248.48,245.25,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-07-31,265.61,249.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-01,272.0,262.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-02,268.13,264.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-03,269.96,265.12,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-04,271.5,260.1,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-07,267.45,260.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-08,264.47,258.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-09,266.0,262.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-10,266.75,263.31,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-11,266.54,264.55,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-14,268.87,259.25,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-15,263.99,256.68,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-16,261.76,254.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-17,258.45,255.32,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-18,260.87,256.76,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-21,262.46,259.45,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-22,261.87,259.52,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-23,261.83,255.92,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-24,259.34,256.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-25,261.24,257.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-28,266.6,259.51,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-29,266.9,264.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-30,266.92,262.83,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-08-31,265.98,264.32,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-01,265.51,264.04,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-04,268.4,265.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-05,267.4,261.04,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-06,264.55,262.17,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-07,264.49,255.84,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-08,259.07,252.9,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-11,257.99,255.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-12,261.98,256.5,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-13,262.29,257.49,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-14,261.2,254.61,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-15,261.98,258.13,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-18,262.75,258.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-19,259.26,251.22,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-20,255.49,249.59,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-21,254.19,249.7,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-22,252.89,248.84,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-25,253.25,249.73,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-26,256.83,250.71,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-27,257.5,254.39,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-28,258.0,255.12,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-09-29,262.3,256.36,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-02,261.5,256.36,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-03,260.44,257.1,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-04,260.17,258.25,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-05,260.98,258.12,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-06,262.99,257.8,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-09,265.76,262.53,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-10,265.15,259.8,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-11,264.17,259.59,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-12,264.5,259.6,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-13,264.59,262.33,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-16,268.66,263.42,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-17,271.51,266.15,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-18,270.3,265.67,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-19,270.87,266.24,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-20,272.25,266.3,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-23,273.63,269.14,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-24,271.65,268.2,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-25,274.19,270.01,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-26,275.0,268.9,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-27,271.3,266.54,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-30,271.0,268.03,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-10-31,269.82,266.11,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-01,269.7,267.2,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-02,270.0,267.4,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-03,269.48,267.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-06,272.95,268.04,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-07,273.94,271.39,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-08,277.0,272.59,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-09,277.47,274.81,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-10,279.9,275.85,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-13,283.98,279.5,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-14,283.29,279.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-15,282.78,277.33,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-16,282.4,278.56,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
2023-11-17,281.78,278.0,801370.26,0,0.0,801370.26,816.78,32130.8,55295.76
